id,fecha,hora,hora_num,franja,municipio,coordinacion,colonia,calle,latitud,longitud,victimas,sexo,movil,observaciones,dist_base_km,windows_maps_query
19,2026-01-07,18:30:00,18,vespertina (14-22),TONANITLA,ECATEPEC,CHINAMPAS,CAMINO CHINAMPAS 2,19.6967371274037,-99.0547413664353,1,H,SIN DATOS,IMPACTO DE ARMA DE FUEGO,0.58,"CAMINO CHINAMPAS 2, CHINAMPAS, TONANITLA, Estado de México, México"
20,2026-01-08,,,sin dato,VALLE DE CHALCO,CHALCO,S/D,S/D,,,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,,"S/D, S/D, VALLE DE CHALCO, Estado de México, México"
21,2026-01-08,,,sin dato,TULTITLAN,METROPOLITANA,AMPLIACION SAN MARCOS,LIMA ESQUINA CON TRUENO,19.5768024557785,-99.1772324041601,1,H,Sin datos,IMPACTO DE ARMA DE FUEGO,2.33,"LIMA ESQUINA CON TRUENO, AMPLIACION SAN MARCOS, TULTITLAN, Estado de México, México"
22,2026-01-08,05:30:00,5,nocturna (22-06),TLALNEPANTLA,METROPOLITANA,LAZARO CARDENAS SEGUNDA SECCION,CALLE ALPINO TULA ESQUINA CON CALLE CLUB MUERCIELAGO,19.5393151833346,-99.1241753423466,1,H,Se presume un ajuste de cuentas entre bandas delictivas,IMPACTO DE ARMA DE FUEGO,3.5,"CALLE ALPINO TULA ESQUINA CON CALLE CLUB MUERCIELAGO, LAZARO CARDENAS SEGUNDA SECCION, TLALNEPANTLA, Estado de México, México"
23,2026-01-08,05:30:00,5,nocturna (22-06),TLALNEPANTLA,METROPOLITANA,LAZARO CARDENAS SEGUNDA SECCION,CALLE ALPINO TULA ESQUINA CON CALLE CLUB MUERCIELAGO,19.540326,-99.123572,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,3.52,"CALLE ALPINO TULA ESQUINA CON CALLE CLUB MUERCIELAGO, LAZARO CARDENAS SEGUNDA SECCION, TLALNEPANTLA, Estado de México, México"
24,2026-01-09,06:15:00,6,matutina (06-14),NAUCALPAN,METROPOLITANA,SAN FRANCISCO CUAUTLALPAN,CALLE HERRERITA,19.4601,-99.22274,1,H,Sin datos,IMPACTO DE ARMA DE FUEGO,0.69,"CALLE HERRERITA, SAN FRANCISCO CUAUTLALPAN, NAUCALPAN, Estado de México, México"
25,2026-01-09,21:55:00,21,vespertina (14-22),OTUMBA,ORIENTE,EL RANCHITO,CALLE TLATECAHUACAN,19.7092305557135,-98.7512151897457,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,1.35,"CALLE TLATECAHUACAN, EL RANCHITO, OTUMBA, Estado de México, México"
26,2026-01-09,23:20:00,23,nocturna (22-06),IXTAPALUCA,CHALCO,COLONIA 06 DE JUNIO,AV .WENCESLAO GARCIA ESQUINA CALLE PRIV. GERARDO FLORES,19.33079,-98.92812,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,1.65,"AVENIDA .WENCESLAO GARCIA ESQUINA CALLE PRIV. GERARDO FLORES, COLONIA 06 DE JUNIO, IXTAPALUCA, Estado de México, México"
27,2026-01-10,,,sin dato,IXTAPALUCA,CHALCO,JORGE JIMENEZ CANTU,AV. LACAÑADA ESQUINA PRIMER CARRIL,19.8005962115471,-99.1802292513039,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,2.57,"AVENIDA LACANADA ESQUINA PRIMER CARRIL, JORGE JIMENEZ CANTU, IXTAPALUCA, Estado de México, México"
28,2026-01-10,,,sin dato,COYOTEPEC,ECATEPEC,LA RENDA,CIRCUITO EXTERIOR MEXIQUENSE,19.5802477924334,-99.0249249612006,1,H,Intento de robo de vehículo,IMPACTO DE ARMA DE FUEGO,0.79,"CIRCUITO EXTERIOR MEXIQUENSE, LA RENDA, COYOTEPEC, Estado de México, México"
29,2026-01-10,00:05:00,0,nocturna (22-06),TLALNEPANTLA,METROPOLITANA,LAZARO CARDENAS,CALLE ALPINO TLACOPAN,19.5393050723502,-99.1242719038193,1,H,Sin datos,IMPACTO DE ARMA DE FUEGO,3.51,"CALLE ALPINO TLACOPAN, LAZARO CARDENAS, TLALNEPANTLA, Estado de México, México"
30,2026-01-10,08:51:00,8,matutina (06-14),ECATEPEC,ECATEPEC,CIUDAD CUAUHTEMOC,CALLE DIAMANTE MZ. 5 LOTE 14,19.6337780043098,-98.9869048921585,1,M,Ataque directo por venta de droga,IMPACTO DE ARMA DE FUEGO,2.02,"CALLE DIAMANTE MZ. 5 LOTE 14, CIUDAD CUAUHTEMOC, ECATEPEC, Estado de México, México"
31,2026-01-11,03:40:00,3,nocturna (22-06),TULTEPEC,ECATEPEC,SAN PABLO CTM,"CALLE 10, CIRCUITO 1 UNIDAD HABITACIONAL SAN PABLO CTM",19.6588295546398,-99.1099494156274,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,3.5,"CALLE 10, CIRCUITO 1 UNIDAD HABITACIONAL SAN PABLO CTM, SAN PABLO CTM, TULTEPEC, Estado de México, México"
32,2026-01-11,03:40:00,3,nocturna (22-06),TULTEPEC,ECATEPEC,EL MIRADOR,CERRADA SAN JOSE ESQUINA GRANADAS,19.6975860046626,-99.1189533401886,1,H,Se presume un ajuste de cuentas entre bandas delictivas.,IMPACTO DE ARMA DE FUEGO,4.07,"CERRADA SAN JOSE ESQUINA GRANADAS, EL MIRADOR, TULTEPEC, Estado de México, México"
33,2026-01-12,10:20:00,10,matutina (06-14),TULTITLAN,METROPOLITANA,LAS TORRES,CALLE RIO BALSAS ESQUINA RICARDO FLORES MAGON,19.6027786640738,-99.1586779473785,1,H,Sin datos,IMPACTO DE ARMA DE FUEGO,1.41,"CALLE RIO BALSAS ESQUINA RICARDO FLORES MAGON, LAS TORRES, TULTITLAN, Estado de México, México"
34,2026-01-12,18:39:00,18,vespertina (14-22),COACALCO,ECATEPEC,SAN LORENZO TETLIXTAC,CALLE MARIANO ABASOLO Y CALLE MARIANO MATAMOROS,19.63635,-99.08443,1,M,ajuste de cuentas,IMPACTO DE ARMA DE FUEGO,2.29,"CALLE MARIANO ABASOLO Y CALLE MARIANO MATAMOROS, SAN LORENZO TETLIXTAC, COACALCO, Estado de México, México"
35,2026-01-12,23:11:00,23,nocturna (22-06),CUAUTITLAN IZCALLI,METROPOLITANA,VILLA DE SAN PABLO EJIDO HUILANGO,AVENIDA DEL CARBON,19.6798284055472,-99.2599534125752,1,H,Ataque directo,IMPACTO DE ARMA DE FUEGO,4.9,"AVENIDA DEL CARBON, VILLA DE SAN PABLO EJIDO HUILANGO, CUAUTITLAN IZCALLI, Estado de México, México"
36,2026-01-13,00:03:00,0,nocturna (22-06),TECAMAC,ECATEPEC,SAN FRANCISCO CUAUTLIQUIXCO,CALLE PEÑA Y CALLE PEÑA,19.6846375319203,-98.9861363591296,1,H,Se desconoce el Móvil de la Agresión,MANIATADO,3.3,"CALLE PENA Y CALLE PENA, SAN FRANCISCO CUAUTLIQUIXCO, TECAMAC, Estado de México, México"
37,2026-01-13,00:16:00,0,nocturna (22-06),ALMOLOYA,VALLE TOLUCA,SAN DIEGO,CARRETERA A SAN DIEGO A LA ALTURA DEL RANCHO XARAGUA,19.4375145418345,-99.8118786669517,1,H,SIN DATOS,IMPACTO DE ARMA DE FUEGO,11.81,"CARRETERA A SAN DIEGO A LA ALTURA DEL RANCHO XARAGUA, SAN DIEGO, ALMOLOYA, Estado de México, México"
38,2026-01-14,01:00:00,1,nocturna (22-06),ECATEPEC,ECATEPEC,TEPEXPAN,AUTOPISTA MEXICO-PIRAMIDES KM 9+600,19.6239693896141,-98.936434255749,1,H,Intento de robo de vehículo,IMPACTO DE ARMA DE FUEGO,2.63,"AUTOPISTA MEXICO-PIRAMIDES KM 9+600, TEPEXPAN, ECATEPEC, Estado de México, México"
39,2026-01-14,07:00:00,7,matutina (06-14),ACOLMAN,ECATEPEC,S/D,S/D,,,1,H,Se desconoce el Móvil de la Agresión,S/D,,"S/D, S/D, ACOLMAN, Estado de México, México"
40,2026-01-14,15:17:00,15,vespertina (14-22),TENANGO DEL VALLE,IXTAPAN,LA CAMPESINA,PROLONGACION HIDALGO,19.1046759443339,-99.5787775214405,1,H,Ataque Directo,GOLPES CONTUSOS,0.54,"PROLONGACION HIDALGO, LA CAMPESINA, TENANGO DEL VALLE, Estado de México, México"
41,2026-01-15,00:02:00,0,nocturna (22-06),TEOLOYUCAN,METROPOLITANA,SAN SEBASTIAN,AUTOPISTA MEXICO-QUERETARO ESQUINA AV. DEL SOL,19.7407293088415,-99.2122672042204,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,1.65,"AUTOPISTA MEXICO-QUERETARO ESQUINA AV. DEL SOL, SAN SEBASTIAN, TEOLOYUCAN, Estado de México, México"
42,2026-01-15,02:10:00,2,nocturna (22-06),OCOYOACAC,VALLE TOLUCA,LA CAMPANA,CARRETERA MEXICO-TOLUCA,19.2828094922405,-99.4635996080858,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,8.07,"CARRETERA MEXICO-TOLUCA, LA CAMPANA, OCOYOACAC, Estado de México, México"
43,2026-01-15,16:16:00,16,vespertina (14-22),NICOLAS ROMERO,METROPOLITANA,JOYA DEL TEJOCOTE,CALLE ROBLES URIBE,19.6347880397165,-99.3475322031182,1,H,Se presume crimen pasional,IMPACTO DE ARMA DE FUEGO,2.9,"CALLE ROBLES URIBE, JOYA DEL TEJOCOTE, NICOLAS ROMERO, Estado de México, México"
44,2026-01-16,17:30:00,17,vespertina (14-22),IXTAPALUCA,CHALCO,EMILIANO ZAPATA,AV. ZARAGOZA ESQUINA CALLE PROLETARIADO,19.31114,-98.93382,1,H,ROBO,IMPACTO DE ARMA DE FUEGO,1.34,"AVENIDA ZARAGOZA ESQUINA CALLE PROLETARIADO, EMILIANO ZAPATA, IXTAPALUCA, Estado de México, México"
45,2026-01-16,20:22:00,20,vespertina (14-22),ATIZAPAN,METROPOLITANA,MÉXICO 86,CALLE FRANCIA ESQUINA CON CALLE PORTUGAL,19.5923258227601,-99.2519476261023,1,H,Ataque directo,IMPACTO DE ARMA DE FUEGO,1.6,"CALLE FRANCIA ESQUINA CON CALLE PORTUGAL, MEXICO 86, ATIZAPAN, Estado de México, México"
46,2026-01-16,23:45:00,23,nocturna (22-06),TEOTIHUACAN,ORIENTE,S/D,S/D,,,1,H,Se desconoce el Móvil de la Agresión,ASFIXIA,,"S/D, S/D, TEOTIHUACAN, Estado de México, México"
47,2026-01-17,04:13:00,4,nocturna (22-06),TULTITLAN,METROPOLITANA,S/D,S/D,,,1,H,Sin datos,ASFIXIA,,"S/D, S/D, TULTITLAN, Estado de México, México"
48,2026-01-17,13:02:00,13,matutina (06-14),ZINACANTEPEC,VALLE TOLUCA,SAN JUAN DE LAS HUERTAS,CAMINO DE TERRACERIA A OJO DE AGUA SAN JUAN DE LAS HUERTAS,19.2174112887722,-99.7699055661853,1,H,SIN DATOS,IMPACTO DE ARMA DE FUEGO,7.01,"CAMINO DE TERRACERIA A OJO DE AGUA SAN JUAN DE LAS HUERTAS, SAN JUAN DE LAS HUERTAS, ZINACANTEPEC, Estado de México, México"
49,2026-01-17,17:50:00,17,vespertina (14-22),ATIZAPAN,METROPOLITANA,S/D,S/D,,,1,H,Sin datos,IMPACTO DE ARMA DE FUEGO,,"S/D, S/D, ATIZAPAN, Estado de México, México"
50,2026-01-18,03:15:00,3,nocturna (22-06),TEMOAYA,VALLE TOLUCA,SAN ANTONIO DEL PUENTE,CALLE ESTADO DE CAMPECHE ESQUINA CON BICENTENARIO,19.411579,-99.616397,1,H,SIN DATOS,IMPACTO DE ARMA DE FUEGO,0.92,"CALLE ESTADO DE CAMPECHE ESQUINA CON BICENTENARIO, SAN ANTONIO DEL PUENTE, TEMOAYA, Estado de México, México"
51,2026-01-18,13:40:00,13,matutina (06-14),NEXTLALPAN,ECATEPEC,AGUILUCHOS,CARRETERA DE SAN ANDRES JALTENCO,19.7285108976073,-99.0954252019518,1,H,Se desconoce el Móvil de la Agresión,ESTADO DE DESCOMPOSICION,4.26,"CARRETERA DE SAN ANDRES JALTENCO, AGUILUCHOS, NEXTLALPAN, Estado de México, México"
52,2026-01-18,15:00:00,15,vespertina (14-22),ATLACOMULCO,ATLACOMULCO,SANTA CRUZ BOMBATEVI,"CAMINO REAL MANZANA 24, SANTA CRUZ BOMBATEVI",19.7998070333506,-99.8933056423289,1,H,Motivos pasionales,ARMA BLANCA,2.34,"CAMINO REAL MANZANA 24, SANTA CRUZ BOMBATEVI, SANTA CRUZ BOMBATEVI, ATLACOMULCO, Estado de México, México"
53,2026-01-19,00:01:00,0,nocturna (22-06),NEZAHUALCOYOTL,ORIENTE,BENITO JUAREZ,CALLE PALOMA NEGRA,19.41053,-99.01476,1,H,"discucion que termino en riña, ocasionando la muerte de una persona",IMPACTO DE ARMA DE FUEGO,0.39,"CALLE PALOMA NEGRA, BENITO JUAREZ, NEZAHUALCOYOTL, Estado de México, México"
54,2026-01-19,00:03:00,0,nocturna (22-06),IXTAPALUCA,CHALCO,EMILIANO ZAPATA,CALLE EMILIANO ZAPATA ESQUINA CALLE EJIDIAL,19.30787,-98.92884,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,1.58,"CALLE EMILIANO ZAPATA ESQUINA CALLE EJIDIAL, EMILIANO ZAPATA, IXTAPALUCA, Estado de México, México"
55,2026-01-19,22:50:00,22,nocturna (22-06),CHIMALHUACAN,ORIENTE,ARBOLEDAS DE ACUITLAPILCO,CALLE ACUITLAPILCO ENTRE PRIMERA CERRADA DE MOLINO DE LAS FLORES Y ADOLFO LOPEZ MATEOS,19.43372,-98.93643,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,2.2,"CALLE ACUITLAPILCO ENTRE PRIMERA CERRADA DE MOLINO DE LAS FLORES Y ADOLFO LOPEZ MATEOS, ARBOLEDAS DE ACUITLAPILCO, CHIMALHUACAN, Estado de México, México"
56,2026-01-20,10:06:00,10,matutina (06-14),TOLUCA,VALLE TOLUCA,EJIDO DE LA Y SECCION 7,CALLE ITZCOATL ESQUINA CON CALLE NEZAHUALCOYOTL,19.3798535069523,-99.5911783386598,1,H,SIN DATOS,IMPACTO DE ARMA DE FUEGO,1.13,"CALLE ITZCOATL ESQUINA CON CALLE NEZAHUALCOYOTL, EJIDO DE LA Y SECCION 7, TOLUCA, Estado de México, México"
57,2026-01-20,20:45:00,20,vespertina (14-22),CUAUTITLAN IZCALLI,METROPOLITANA,VALLE DE LAS FLORES,CALLE DALIA ESQUINA CALLE MIRAFLORES,19.62262,-99.22098,1,H,Probable riña,IMPACTO DE ARMA DE FUEGO,2.26,"CALLE DALIA ESQUINA CALLE MIRAFLORES, VALLE DE LAS FLORES, CUAUTITLAN IZCALLI, Estado de México, México"
58,2026-01-20,20:50:00,20,vespertina (14-22),ZUMPANGO,ECATEPEC,FRACC LOS SAUCES 1,CALLE SAUCE ESQUINA CON CALLE CEDROS,19.8156735120993,-99.044668002699,1,H,Probable riña,IMPACTO DE ARMA DE FUEGO,6.97,"CALLE SAUCE ESQUINA CON CALLE CEDROS, FRACCIONAMIENTO LOS SAUCES 1, ZUMPANGO, Estado de México, México"
59,2026-01-20,22:00:00,22,nocturna (22-06),TENANGO DEL VALLE,IXTAPAN,SAN BARTOLOME ATLATLAHUCA,CALLE 5 DE MAYO ESQUINA CON CALLE VICENTE GUERRERO,19.0688777744939,-99.6089786298893,1,H,Ataque Directo,IMPACTO DE ARMA DE FUEGO,4.4,"CALLE 5 DE MAYO ESQUINA CON CALLE VICENTE GUERRERO, SAN BARTOLOME ATLATLAHUCA, TENANGO DEL VALLE, Estado de México, México"
60,2026-01-21,00:05:00,0,nocturna (22-06),ECATEPEC,ECATEPEC,PRIZO II,1RA CERRADA DE MANGLE ESQUINA CON CALLE ENCINO,19.56206,-99.06876,1,H,Probable riña,ARMA BLANCA,2.34,"1RA CERRADA DE MANGLE ESQUINA CON CALLE ENCINO, PRIZO II, ECATEPEC, Estado de México, México"
61,2026-01-21,00:21:00,0,nocturna (22-06),IXTAPAN DE LA SAL,IXTAPAN,SAN ALEJO,CAMINO DE TERRACERIA,18.8376255179078,-99.7284676259723,1,H,Probable riña,ARMA BLANCA,4.47,"CAMINO DE TERRACERIA, SAN ALEJO, IXTAPAN DE LA SAL, Estado de México, México"
62,2026-01-21,00:52:00,0,nocturna (22-06),ECATEPEC,ECATEPEC,GUADALUPE VICTORIA,CALLE DURAZNO,19.56894,-99.09271,1,H,Por riña derivado de apuestas ilicitas,IMPACTO DE ARMA DE FUEGO,4.88,"CALLE DURAZNO, GUADALUPE VICTORIA, ECATEPEC, Estado de México, México"
63,2026-01-22,18:30:00,18,vespertina (14-22),TEPETLAOXTOC,ORIENTE,CAPULALPAN,CARRETERA TEXCOCO-CALPULALPAN,19.5288384227124,-98.8549560918587,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,3.22,"CARRETERA TEXCOCO-CALPULALPAN, CAPULALPAN, TEPETLAOXTOC, Estado de México, México"
64,2026-01-22,18:45:00,18,vespertina (14-22),CHALCO,CHALCO,CULTURAS DE CHALCO,CALLE PORFIRIO DIAZ,19.2613678877362,-98.8961137236302,1,H,Por intento de robo de motocicleta,IMPACTO DE ARMA DE FUEGO,0.85,"CALLE PORFIRIO DIAZ, CULTURAS DE CHALCO, CHALCO, Estado de México, México"
65,2026-01-22,18:55:00,18,vespertina (14-22),TEZOYUCA,ORIENTE,BUENOS AIRES,CALLE CALEROS ESQUINA 5 DE MAYO,19.6045646675015,-98.9086850189469,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,1.64,"CALLE CALEROS ESQUINA 5 DE MAYO, BUENOS AIRES, TEZOYUCA, Estado de México, México"
66,2026-01-22,20:36:00,20,vespertina (14-22),COYOTEPEC,ECATEPEC,IZTACALCO,CALLE EMILIANO ZAPATA ESQUINA CUAUHTEMOC,19.7654037737526,-99.2061591067468,1,H,Ataque directo por venta de droga,IMPACTO DE ARMA DE FUEGO,1.72,"CALLE EMILIANO ZAPATA ESQUINA CUAUHTEMOC, IZTACALCO, COYOTEPEC, Estado de México, México"
67,2026-01-23,02:40:00,2,nocturna (22-06),IXTAPALUCA,CHALCO,AVILA CAMACHO,AUTOPISTA MEXICO-PUEBLA,19.3349134327032,-98.5806300330473,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,27.22,"AUTOPISTA MEXICO-PUEBLA, AVILA CAMACHO, IXTAPALUCA, Estado de México, México"
68,2026-01-23,08:50:00,8,matutina (06-14),CHIMALHUACAN,ORIENTE,LOMAS DE SANTA CRUZ,CALLE PROVIDENCIA,19.3815397674923,-98.9056356012355,1,H,Se desconoce el Móvil de la Agresión,LESIONES,4.49,"CALLE PROVIDENCIA, LOMAS DE SANTA CRUZ, CHIMALHUACAN, Estado de México, México"
69,2026-01-23,19:15:00,19,vespertina (14-22),LA PAZ,ORIENTE,ANCON,CALLE JESUS GARCIA ESQUINA CON CALLE NARCISO MENDOZA,19.3622069146714,-98.9600687527896,1,H,Ataque directo por venta de droga,IMPACTO DE ARMA DE FUEGO,1.83,"CALLE JESUS GARCIA ESQUINA CON CALLE NARCISO MENDOZA, ANCON, LA PAZ, Estado de México, México"
70,2026-01-23,23:15:00,23,nocturna (22-06),TULTEPEC,ECATEPEC,SAN PABLO,"CIRCUITO SAN PABLO ENTRE CALLES 10 Y 11, UNIDAD HABITACIONAL C.T.M.",19.659528847787,-99.1101649774586,1,H,SIN DATOS,IMPACTO DE ARMA DE FUEGO,3.58,"CIRCUITO SAN PABLO ENTRE CALLES 10 Y 11, UNIDAD HABITACIONAL C.T.M, SAN PABLO, TULTEPEC, Estado de México, México"
71,2026-01-24,02:40:00,2,nocturna (22-06),CUAUTITLAN IZCALLI,METROPOLITANA,SANTA MARIA GUADALUPE,CALLE JACARANDAS ESQUINA MARAVILLAS,19.5901283722621,-99.1995809257383,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,0.62,"CALLE JACARANDAS ESQUINA MARAVILLAS, SANTA MARIA GUADALUPE, CUAUTITLAN IZCALLI, Estado de México, México"
72,2026-01-24,03:00:00,3,nocturna (22-06),LERMA,VALLE TOLUCA,GUADALUPE LA CIENEGA,AV. REVOLUCION E IGNACIO ZARAGOZA,19.2947049153907,-99.5085234611452,1,H,Ejecucion por posible venta de drogas,IMPACTO DE ARMA DE FUEGO,3.6,"AVENIDA REVOLUCION E IGNACIO ZARAGOZA, GUADALUPE LA CIENEGA, LERMA, Estado de México, México"
73,2026-01-24,03:40:00,3,nocturna (22-06),ECATEPEC,ECATEPEC,LAS AMERICAS,AVENIDA SIMON BOLIVAR,19.5939976740875,-99.0195286636385,1,H,"Disparo de arma de fuego, por riña",IMPACTO DE ARMA DE FUEGO,0.87,"AVENIDA SIMON BOLIVAR, LAS AMERICAS, ECATEPEC, Estado de México, México"
74,2026-01-24,08:40:00,8,matutina (06-14),LERMA,VALLE TOLUCA,PROLONGACION,CALLE CERRADA DALIAS ENTRE CALLE EMILIANO ZAPATA,19.3002603301398,-99.5074523259054,1,M,Se desconoce el Móvil de la Agresión,LESIONES,3.97,"CALLE CERRADA DALIAS ENTRE CALLE EMILIANO ZAPATA, PROLONGACION, LERMA, Estado de México, México"
75,2026-01-24,08:40:00,8,matutina (06-14),TULTITLAN,METROPOLITANA,SAN PABLO DE LAS SALINAS,CALLE DE LAS CRISANTEMAS Y JAZMINES Y AVENIDA DE LAS MAGNOLIAS,19.6639945247274,-99.086747626747,1,H,Se desconoce el Móvil de la Agresión,RESTOS HUMANOS,3.28,"CALLE DE LAS CRISANTEMAS Y JAZMINES Y AVENIDA DE LAS MAGNOLIAS, SAN PABLO DE LAS SALINAS, TULTITLAN, Estado de México, México"
76,2026-01-24,10:45:00,10,matutina (06-14),NICOLAS ROMERO,METROPOLITANA,JOYA DEL TEJOCOTE,CAMINO A LANZAROTE ESQUINA CON AV. SANOFI,19.6379129042087,-99.3477913363241,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,3.09,"CAMINO A LANZAROTE ESQUINA CON AV. SANOFI, JOYA DEL TEJOCOTE, NICOLAS ROMERO, Estado de México, México"
77,2026-01-24,12:35:00,12,matutina (06-14),TULTITLAN,METROPOLITANA,SAN JUAN,AV ADOLFO LOPEZ MATEOS,19.6386288571649,-99.1596117639102,1,H,Se desconoce el Móvil de la Agresión,RESTOS HUMANOS,4.13,"AVENIDA ADOLFO LOPEZ MATEOS, SAN JUAN, TULTITLAN, Estado de México, México"
78,2026-01-24,15:28:00,15,vespertina (14-22),CHALCO,CHALCO,EL NARANJO,CAMINO DE TERRACERIA,19.247368,-98.918347,1,H,Ajuste de cuentas por venta de droga,MANIATADO,2.22,"CAMINO DE TERRACERIA, EL NARANJO, CHALCO, Estado de México, México"
79,2026-01-24,22:44:00,22,nocturna (22-06),TULTITLAN,METROPOLITANA,BUENAVISTA,CALLE SANTA TERESA,19.5789504922264,-99.1809664059678,1,H,Se desconoce el Móvil de la Agresión,SIGNOS DE VIOLENCIA,1.88,"CALLE SANTA TERESA, BUENAVISTA, TULTITLAN, Estado de México, México"
80,2026-01-25,01:03:00,1,nocturna (22-06),TULTITLAN,METROPOLITANA,S/D,S/D,,,1,H,Se desconoce el Móvil de la Agresión,S/D,,"S/D, S/D, TULTITLAN, Estado de México, México"
81,2026-01-25,01:35:00,1,nocturna (22-06),VALLE DE CHALCO,CHALCO,EMILIANO ZAPATA,AV. EX HACIENDA XICO ESQUINA CON FRATERNIDAD,19.2660945506532,-98.9328248333376,1,H,SIN DATOS,SIGNOS DE VIOLENCIA,2.74,"AVENIDA EX HACIENDA XICO ESQUINA CON FRATERNIDAD, EMILIANO ZAPATA, VALLE DE CHALCO, Estado de México, México"
82,2026-01-25,06:10:00,6,matutina (06-14),CHIMALHUACAN,ORIENTE,BARRIO CARPINTEROS,AV. ARENAL ESQUINA CON NIÑOS HEROES,19.440706,-98.949607,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,1.51,"AVENIDA ARENAL ESQUINA CON NINOS HEROES, BARRIO CARPINTEROS, CHIMALHUACAN, Estado de México, México"
83,2026-01-25,08:00:00,8,matutina (06-14),SAN MARTIN DE LAS PIRAMIDES,ORIENTE,IXTLAHUACA,CALLE TOLTECAS,19.7336074604796,-98.876106754357,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,4.4,"CALLE TOLTECAS, IXTLAHUACA, SAN MARTIN DE LAS PIRAMIDES, Estado de México, México"
84,2026-01-25,08:38:00,8,matutina (06-14),NICOLAS ROMERO,METROPOLITANA,JOYA DEL TEJOCOTE,CAMINO A LANZAROTE,19.6379129042087,-99.3477913363241,1,H,Ataque directo,SIGNOS DE VIOLENCIA,3.09,"CAMINO A LANZAROTE, JOYA DEL TEJOCOTE, NICOLAS ROMERO, Estado de México, México"
85,2026-01-25,09:00:00,9,matutina (06-14),COYOTEPEC,ECATEPEC,S/D,S/D,,,1,H,Ataque directo por venta de droga,S/D,,"S/D, S/D, COYOTEPEC, Estado de México, México"
86,2026-01-25,19:15:00,19,vespertina (14-22),NAUCALPAN,METROPOLITANA,SANTA CRUZ ACATLAN,"AV. LOMAS VERDES (AL INTERIOR DE LA LECHERIA ""LA FACULTAD"")",19.50364,-99.2532,1,H,Ataque directo,IMPACTO DE ARMA DE FUEGO,2.07,"AVENIDA LOMAS VERDES (AL INTERIOR DE LA LECHERIA ""LA FACULTAD""), SANTA CRUZ ACATLAN, NAUCALPAN, Estado de México, México"
87,2026-01-26,,,sin dato,LA PAZ,ORIENTE,20 DE MAYO,CALLE TIBURCIO ESPINOZA,19.3402939125924,-98.9420620063182,1,H,Intento de robo,IMPACTO DE ARMA DE FUEGO,1.35,"CALLE TIBURCIO ESPINOZA, 20 DE MAYO, LA PAZ, Estado de México, México"
88,2026-01-26,,,sin dato,HUEHUETOCA,ECATEPEC,PORTAL DEL SOL,CALLE PORTAL DE TODOS LOS SANTOS,19.8235584456194,-99.2091965398819,1,H,Por intento de robo de motocicleta,IMPACTO DE ARMA DE FUEGO,2.01,"CALLE PORTAL DE TODOS LOS SANTOS, PORTAL DEL SOL, HUEHUETOCA, Estado de México, México"
89,2026-01-26,,,sin dato,NOPALTEPEC,ORIENTE,SAN FELIPE TEOTITLAN,TLAXIXILCO Y AV LOS ARCOS,19.8068173582059,-98.692793861873,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,7.32,"TLAXIXILCO Y AV LOS ARCOS, SAN FELIPE TEOTITLAN, NOPALTEPEC, Estado de México, México"
90,2026-01-26,,,sin dato,AXAPUSCO,ORIENTE,GUADALUPE RELINAS,CALLE SAN VALENTIN,19.8738222788496,-98.7799739753653,1,H,Se desconoce el Móvil de la Agresión,IMPACTO DE ARMA DE FUEGO,18.54,"CALLE SAN VALENTIN, GUADALUPE RELINAS, AXAPUSCO, Estado de México, México"
91,2026-01-26,,,sin dato,NEZAHUALCOYOTL,ORIENTE,METROPOLITANA 3 SECCION,CALLE MIXCOAC ESQUINA INDIO,19.3859957984825,-99.0195597793205,1,M,"le disparan desconocidos, desconociendo el motivo",IMPACTO DE ARMA DE FUEGO,1.58,"CALLE MIXCOAC ESQUINA INDIO, METROPOLITANA 3 SECCION, NEZAHUALCOYOTL, Estado de México, México"
