folio,fecha,hora,hora_num,franja,municipio,coordinacion,incidente,familia,peso_violencia,latitud,longitud,geo_confianza
ECA26072605031,2026-07-26,13:35:00,13,matutina (06-14),TECAMAC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.677495,-99.030985,COORDENADA
ECA26072605063,2026-07-26,13:38:00,13,matutina (06-14),ATIZAPAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.60607,-99.24772,COORDENADA
ECA26072605070,2026-07-26,13:39:00,13,matutina (06-14),NEZAHUALCOYOTL,ORIENTE,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.48068,-99.03172,COORDENADA
ECA26072605086,2026-07-26,13:41:00,13,matutina (06-14),TLALNEPANTLA,METROPOLITANA,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.55203,-99.213805,COORDENADA
ECA26072605092,2026-07-26,13:41:00,13,matutina (06-14),IXTAPALUCA,CHALCO,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.341695,-98.90989,COORDENADA
ECA26072605150,2026-07-26,13:46:00,13,matutina (06-14),TEOTIHUACAN,ORIENTE,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.68248,-98.89079,COORDENADA
ECA26072605177,2026-07-26,13:50:00,13,matutina (06-14),ECATEPEC,ECATEPEC,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.60571,-99.06454,COORDENADA
ECA26072605212,2026-07-26,13:53:00,13,matutina (06-14),TULTITLAN,METROPOLITANA,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.61299,-99.15919,COORDENADA
ECA26072605241,2026-07-26,13:56:00,13,matutina (06-14),CUAUTITLAN IZCALLI,METROPOLITANA,RIÑA,rina,1.5,19.65523,-99.21083,COORDENADA
ECA26072605245,2026-07-26,13:57:00,13,matutina (06-14),ECATEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.64156,-99.05788,COORDENADA
ECA26072605267,2026-07-26,14:00:00,14,vespertina (14-22),VALLE DE CHALCO,CHALCO,PERSONA LESIONADA POR OBJETO CONTUNDENTE,rina,1.5,19.28497,-98.95393,COORDENADA
ECA26072605270,2026-07-26,14:01:00,14,vespertina (14-22),LA PAZ,ORIENTE,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.365475,-98.97206,COORDENADA
ECA26072605280,2026-07-26,14:01:00,14,vespertina (14-22),CHALCO,CHALCO,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.262595,-98.89674,COORDENADA
ECA26072605291,2026-07-26,14:03:00,14,vespertina (14-22),TULTITLAN,METROPOLITANA,AMENAZA DE SUICIDIO,deceso_dudoso,3.0,19.60078,-99.16887,COORDENADA
ECA26072605310,2026-07-26,14:06:00,14,vespertina (14-22),NEZAHUALCOYOTL,ORIENTE,RIÑA,rina,1.5,19.40437,-99.05262,COORDENADA
ECA26072605329,2026-07-26,14:07:00,14,vespertina (14-22),ZUMPANGO,ECATEPEC,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.81147,-99.11158,COORDENADA
ECA26072605351,2026-07-26,14:09:00,14,vespertina (14-22),ECATEPEC,ECATEPEC,RIÑA,rina,1.5,19.64931,-99.06304,COORDENADA
ECA26072605369,2026-07-26,14:12:00,14,vespertina (14-22),ATIZAPAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.55823,-99.274545,COORDENADA
ECA26072605389,2026-07-26,14:15:00,14,vespertina (14-22),CHIMALHUACAN,ORIENTE,PERSONA AGRESIVA,rina,1.5,19.4176,-98.961915,COORDENADA
ECA26072605397,2026-07-26,14:17:00,14,vespertina (14-22),LA PAZ,ORIENTE,PERSONA NO LOCALIZADA O DESAPARECIDA,desaparicion,3.0,19.365475,-98.97206,COORDENADA
ECA26072605448,2026-07-26,14:21:00,14,vespertina (14-22),TEXCOCO,ORIENTE,PERSONA AGRESIVA,rina,1.5,19.45517,-98.91115,COORDENADA
ECA26072605469,2026-07-26,14:24:00,14,vespertina (14-22),TLALNEPANTLA,METROPOLITANA,PERSONA TIRADA EN LA VIA PUBLICA CON HUELLAS DE VIOLENCIA,letal,5.0,19.53558,-99.219095,COORDENADA
ECA26072605492,2026-07-26,14:27:00,14,vespertina (14-22),LA PAZ,ORIENTE,ALTERACION DEL ORDEN PUBLICO POR PERSONA DROGADA,rina,1.5,19.365475,-98.97206,COORDENADA
ECA26072605500,2026-07-26,14:27:00,14,vespertina (14-22),IXTAPALUCA,CHALCO,ROBO DE MOTOCICLETA CON VIOLENCIA,robo_violento,2.0,19.31119,-98.875765,COORDENADA
ECA26072605506,2026-07-26,14:28:00,14,vespertina (14-22),IXTAPALUCA,CHALCO,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.342555,-98.864285,COORDENADA
ECA26072605585,2026-07-26,14:36:00,14,vespertina (14-22),CHALCO,CHALCO,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.25498,-98.91716,COORDENADA
ECA26072605639,2026-07-26,14:41:00,14,vespertina (14-22),NICOLAS ROMERO,METROPOLITANA,PORTACION DE ARMA BLANCA,arma_blanca,2.0,19.636645,-99.361365,COORDENADA
ECA26072605664,2026-07-26,14:45:00,14,vespertina (14-22),CHIMALHUACAN,ORIENTE,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.389845,-98.96006,COORDENADA
ECA26072605674,2026-07-26,14:46:00,14,vespertina (14-22),TEXCOCO,ORIENTE,PORTACION DE ARMAS DE FUEGO O CARTUCHOS,arma_fuego,3.0,19.511485,-98.885165,COORDENADA
ECA26072605680,2026-07-26,14:47:00,14,vespertina (14-22),VALLE DE CHALCO,CHALCO,PORTACION DE ARMA BLANCA,arma_blanca,2.0,19.30067,-98.93914,COORDENADA
ECA26072605696,2026-07-26,14:48:00,14,vespertina (14-22),CHIMALHUACAN,ORIENTE,ALTERACION DEL ORDEN PUBLICO POR PERSONA DROGADA,rina,1.5,19.389845,-98.96006,COORDENADA
ECA26072605708,2026-07-26,14:50:00,14,vespertina (14-22),NICOLAS ROMERO,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.62684,-99.30427,COORDENADA
ECA26072605710,2026-07-26,14:50:00,14,vespertina (14-22),IXTAPALUCA,CHALCO,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.3413,-98.854285,COORDENADA
ECA26072605717,2026-07-26,14:51:00,14,vespertina (14-22),NICOLAS ROMERO,METROPOLITANA,PORTACION DE ARMA BLANCA,arma_blanca,2.0,19.63226,-99.355675,COORDENADA
ECA26072605718,2026-07-26,14:51:00,14,vespertina (14-22),VALLE DE CHALCO,CHALCO,ROBO A NEGOCIO CON VIOLENCIA,robo_violento,2.0,19.30067,-98.93914,COORDENADA
ECA26072605727,2026-07-26,14:52:00,14,vespertina (14-22),LA PAZ,ORIENTE,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,19.36578,-98.98408,COORDENADA
ECA26072605758,2026-07-26,14:55:00,14,vespertina (14-22),LA PAZ,ORIENTE,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,19.35604,-98.974235,COORDENADA
ECA26072605769,2026-07-26,14:56:00,14,vespertina (14-22),VALLE DE CHALCO,CHALCO,ALTERACION DEL ORDEN PUBLICO POR PERSONA DROGADA,rina,1.5,19.274675,-98.92894,COORDENADA
TOL26072204570,2026-07-22,15:06:00,15,vespertina (14-22),NAUCALPAN,METROPOLITANA,PORTACION DE ARMAS DE FUEGO O CARTUCHOS,arma_fuego,3.0,19.44983,-99.26852,COORDENADA
TOL26072204580,2026-07-22,15:07:00,15,vespertina (14-22),NAUCALPAN,METROPOLITANA,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.452195,-99.26546,COORDENADA
TOL26072204584,2026-07-22,15:07:00,15,vespertina (14-22),NAUCALPAN,METROPOLITANA,RIÑA,rina,1.5,19.4514,-99.26213,COORDENADA
TOL26072204645,2026-07-22,15:13:00,15,vespertina (14-22),TENANCINGO,IXTAPAN,PERSONA AGRESIVA,rina,1.5,18.962061,-99.591605,COORDENADA
TOL26072204663,2026-07-22,15:14:00,15,vespertina (14-22),SAN MATEO ATENCO,VALLE TOLUCA,RIÑA,rina,1.5,19.26309,-99.52157,COORDENADA
TOL26072204678,2026-07-22,15:16:00,15,vespertina (14-22),SAN MATEO ATENCO,VALLE TOLUCA,RIÑA,rina,1.5,19.26309,-99.52157,COORDENADA
TOL26072204684,2026-07-22,15:16:00,15,vespertina (14-22),SAN MATEO ATENCO,VALLE TOLUCA,RIÑA,rina,1.5,,,MEDIA
TOL26072204796,2026-07-22,15:30:00,15,vespertina (14-22),ZINACANTEPEC,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.25083,-99.75579,COORDENADA
TOL26072204843,2026-07-22,15:37:00,15,vespertina (14-22),ALMOLOYA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.296342,-99.762807,COORDENADA
TOL26072204848,2026-07-22,15:37:00,15,vespertina (14-22),NAUCALPAN,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.45992,-99.25306,COORDENADA
TOL26072204875,2026-07-22,15:42:00,15,vespertina (14-22),SAN MATEO ATENCO,VALLE TOLUCA,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.295685,-99.52536,COORDENADA
TOL26072204982,2026-07-22,15:57:00,15,vespertina (14-22),CAPULHUAC,VALLE TOLUCA,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.187522,-99.471969,COORDENADA
TOL26072205028,2026-07-22,16:02:00,16,vespertina (14-22),LERMA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.26402,-99.51599,COORDENADA
TOL26072205052,2026-07-22,16:06:00,16,vespertina (14-22),LERMA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.26694,-99.506625,COORDENADA
TOL26072205080,2026-07-22,16:09:00,16,vespertina (14-22),METEPEC,VALLE TOLUCA,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.273705,-99.58121,COORDENADA
TOL26072205081,2026-07-22,16:09:00,16,vespertina (14-22),HUIXQUILUCAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.385439,-99.280855,COORDENADA
TOL26072205112,2026-07-22,16:13:00,16,vespertina (14-22),NAUCALPAN,METROPOLITANA,PORTACION DE ARMAS DE FUEGO O CARTUCHOS,arma_fuego,3.0,19.48899,-99.28692,COORDENADA
TOL26072205157,2026-07-22,16:22:00,16,vespertina (14-22),NAUCALPAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.50987,-99.240175,COORDENADA
TOL26072205212,2026-07-22,16:28:00,16,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.30166,-99.64917,COORDENADA
TOL26072205221,2026-07-22,16:29:00,16,vespertina (14-22),TOLUCA,VALLE TOLUCA,ALTERACION DEL ORDEN PUBLICO POR PERSONA DROGADA,rina,1.5,19.28092,-99.65744,COORDENADA
TOL26072205265,2026-07-22,16:35:00,16,vespertina (14-22),NAUCALPAN,METROPOLITANA,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.43155,-99.274982,COORDENADA
TOL26072205325,2026-07-22,16:40:00,16,vespertina (14-22),TOLUCA,VALLE TOLUCA,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,19.328563,-99.661682,COORDENADA
TOL26072205378,2026-07-22,16:46:00,16,vespertina (14-22),SAN MATEO ATENCO,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.25716,-99.54208,COORDENADA
TOL26072205401,2026-07-22,16:49:00,16,vespertina (14-22),SAN ANTONIO LA ISLA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.161709,-99.555918,COORDENADA
TOL26072205427,2026-07-22,16:52:00,16,vespertina (14-22),METEPEC,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.257567,-99.64055,COORDENADA
TOL26072205452,2026-07-22,16:55:00,16,vespertina (14-22),METEPEC,VALLE TOLUCA,RIÑA,rina,1.5,19.26787,-99.57206,COORDENADA
TOL26072205457,2026-07-22,16:55:00,16,vespertina (14-22),XONACATLAN,VALLE TOLUCA,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.38197,-99.52814,COORDENADA
TOL26072205474,2026-07-22,16:58:00,16,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.28562,-99.636705,COORDENADA
TOL26072205501,2026-07-22,17:00:00,17,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.28823,-99.65564,COORDENADA
TOL26072205594,2026-07-22,17:11:00,17,vespertina (14-22),ATLACOMULCO,ATLACOMULCO,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.79927,-99.86878,COORDENADA
TOL26072205595,2026-07-22,17:11:00,17,vespertina (14-22),CALIMAYA,IXTAPAN,ROBO A CASA HABITACION CON VIOLENCIA,robo_violento,2.0,19.213987,-99.629331,COORDENADA
TOL26072205600,2026-07-22,17:12:00,17,vespertina (14-22),ATLACOMULCO,ATLACOMULCO,ALTERACION DEL ORDEN PUBLICO POR PERSONA DROGADA,rina,1.5,,,ALTA
TOL26072205647,2026-07-22,17:17:00,17,vespertina (14-22),NAUCALPAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.46183,-99.24219,COORDENADA
TOL26072205682,2026-07-22,17:21:00,17,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.27818,-99.67186,COORDENADA
TOL26072205687,2026-07-22,17:21:00,17,vespertina (14-22),HUIXQUILUCAN,METROPOLITANA,EXTORSION O INTENTO DE EXTORSION (NO TELEFONICA),alta_incidencia,4.0,19.411932,-99.31963,COORDENADA
TOL26072205710,2026-07-22,17:24:00,17,vespertina (14-22),NAUCALPAN,METROPOLITANA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.449185,-99.284268,COORDENADA
TOL26072205741,2026-07-22,17:27:00,17,vespertina (14-22),ZINACANTEPEC,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.30897,-99.75563,COORDENADA
TOL26072205777,2026-07-22,17:31:00,17,vespertina (14-22),TOLUCA,VALLE TOLUCA,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.32761,-99.61979,COORDENADA
TOL26072205787,2026-07-22,17:32:00,17,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.27735,-99.64169,COORDENADA
TOL26072205840,2026-07-22,17:39:00,17,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.34567,-99.70933,COORDENADA
TOL26072205871,2026-07-22,17:43:00,17,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.27735,-99.64169,COORDENADA
TOL26072205955,2026-07-22,17:53:00,17,vespertina (14-22),CALIMAYA,IXTAPAN,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.167005,-99.622485,COORDENADA
TOL26072205957,2026-07-22,17:53:00,17,vespertina (14-22),TOLUCA,VALLE TOLUCA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.344595,-99.64724,COORDENADA
TOL26072205985,2026-07-22,17:56:00,17,vespertina (14-22),TOLUCA,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.28262,-99.683095,COORDENADA
TOL26072206007,2026-07-22,17:58:00,17,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.23926,-99.650125,COORDENADA
TOL26072206025,2026-07-22,18:01:00,18,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.36417,-99.673265,COORDENADA
TOL26072206114,2026-07-22,18:11:00,18,vespertina (14-22),ACAMBAY,ATLACOMULCO,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.956168,-99.844209,COORDENADA
TOL26072206164,2026-07-22,18:17:00,18,vespertina (14-22),SAN MATEO ATENCO,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.26146,-99.52811,COORDENADA
TOL26072206181,2026-07-22,18:19:00,18,vespertina (14-22),NAUCALPAN,METROPOLITANA,PERSONA LESIONADA DURANTE ALTERACION DEL ORDEN PUBLICO O POR RIÑA,rina,1.5,19.44745,-99.27817,COORDENADA
TOL26072206203,2026-07-22,18:21:00,18,vespertina (14-22),LERMA,VALLE TOLUCA,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.281378,-99.516305,COORDENADA
TOL26072206220,2026-07-22,18:24:00,18,vespertina (14-22),LERMA,VALLE TOLUCA,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.28136,-99.51444,COORDENADA
TOL26072206339,2026-07-22,18:39:00,18,vespertina (14-22),SAN MATEO ATENCO,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.25909,-99.52575,COORDENADA
TOL26072206460,2026-07-22,18:50:00,18,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.27087,-99.64135,COORDENADA
TOL26072206485,2026-07-22,18:52:00,18,vespertina (14-22),TOLUCA,VALLE TOLUCA,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.46802,-99.64979,COORDENADA
TOL26072206497,2026-07-22,18:54:00,18,vespertina (14-22),MALINALCO,IXTAPAN,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,18.937155,-99.49757,COORDENADA
TOL26072206523,2026-07-22,18:57:00,18,vespertina (14-22),TENANGO DEL VALLE,IXTAPAN,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.094715,-99.587969,COORDENADA
TOL26072206580,2026-07-22,19:02:00,19,vespertina (14-22),SAN ANTONIO LA ISLA,VALLE TOLUCA,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.15705,-99.571183,COORDENADA
TOL26072206637,2026-07-22,19:08:00,19,vespertina (14-22),TOLUCA,VALLE TOLUCA,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.46802,-99.64979,COORDENADA
TOL26072206847,2026-07-22,19:33:00,19,vespertina (14-22),MALINALCO,IXTAPAN,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,,,ALTA
TOL26072206870,2026-07-22,19:36:00,19,vespertina (14-22),METEPEC,VALLE TOLUCA,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.261357,-99.589281,COORDENADA
TOL26072206886,2026-07-22,19:38:00,19,vespertina (14-22),TOLUCA,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.44854,-99.663827,COORDENADA
TOL26072206910,2026-07-22,19:41:00,19,vespertina (14-22),TIANGUISTENCO,VALLE TOLUCA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.205666,-99.509155,COORDENADA
TOL26072206966,2026-07-22,19:48:00,19,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.26427,-99.65854,COORDENADA
TOL26072206972,2026-07-22,19:49:00,19,vespertina (14-22),SAN MATEO ATENCO,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.279785,-99.533915,COORDENADA
TOL26072206982,2026-07-22,19:50:00,19,vespertina (14-22),ZINACANTEPEC,VALLE TOLUCA,RIÑA,rina,1.5,19.27879,-99.711405,COORDENADA
TOL26072207003,2026-07-22,19:52:00,19,vespertina (14-22),METEPEC,VALLE TOLUCA,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.27065,-99.62678,COORDENADA
TOL26072207045,2026-07-22,19:57:00,19,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.30508,-99.59309,COORDENADA
TOL26072207050,2026-07-22,19:57:00,19,vespertina (14-22),SAN FELIPE DEL PROGRESO,VALLE DE BRAVO,PERSONA AGRESIVA,rina,1.5,19.610128,-99.904672,COORDENADA
TOL26072207089,2026-07-22,20:06:00,20,vespertina (14-22),CHAPULTEPEC,VALLE TOLUCA,ROBO DE MOTOCICLETA CON VIOLENCIA,robo_violento,2.0,19.207171,-99.551231,COORDENADA
TOL26072207105,2026-07-22,20:08:00,20,vespertina (14-22),NAUCALPAN,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.44112,-99.29099,COORDENADA
TOL26072207186,2026-07-22,20:17:00,20,vespertina (14-22),ALMOLOYA,VALLE TOLUCA,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.385267,-99.881652,COORDENADA
TOL26072207293,2026-07-22,20:29:00,20,vespertina (14-22),CALIMAYA,IXTAPAN,PERSONA AGRESIVA,rina,1.5,19.192803,-99.585436,COORDENADA
TOL26072207311,2026-07-22,20:31:00,20,vespertina (14-22),ZINACANTEPEC,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.24621,-99.75748,COORDENADA
TOL26072207396,2026-07-22,20:41:00,20,vespertina (14-22),IXTLAHUACA,ATLACOMULCO,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.591776,-99.780315,COORDENADA
TOL26072207407,2026-07-22,20:43:00,20,vespertina (14-22),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.27393,-99.65248,COORDENADA
TOL26072207436,2026-07-22,20:46:00,20,vespertina (14-22),METEPEC,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.28614,-99.59435,COORDENADA
TOL26072207489,2026-07-22,20:51:00,20,vespertina (14-22),ZINACANTEPEC,VALLE TOLUCA,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.30097,-99.73032,COORDENADA
TOL26072207500,2026-07-22,20:52:00,20,vespertina (14-22),TOLUCA,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.344595,-99.64724,COORDENADA
TOL26072207565,2026-07-22,20:59:00,20,vespertina (14-22),TOLUCA,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.30458,-99.59733,COORDENADA
TOL26072207582,2026-07-22,21:01:00,21,vespertina (14-22),XALATLACO,VALLE TOLUCA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.184187,-99.417692,COORDENADA
TOL26072207619,2026-07-22,21:05:00,21,vespertina (14-22),MALINALCO,IXTAPAN,PORTACION DE ARMA BLANCA,arma_blanca,2.0,18.9427,-99.5012,COORDENADA
TOL26072207628,2026-07-22,21:05:00,21,vespertina (14-22),TOLUCA,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.44558,-99.66035,COORDENADA
TOL26072207649,2026-07-22,21:08:00,21,vespertina (14-22),NAUCALPAN,METROPOLITANA,ROBO DE MOTOCICLETA CON VIOLENCIA,robo_violento,2.0,19.49682,-99.28016,COORDENADA
TOL26072207679,2026-07-22,21:12:00,21,vespertina (14-22),NAUCALPAN,METROPOLITANA,PORTACION DE ARMA BLANCA,arma_blanca,2.0,19.4496,-99.25884,COORDENADA
TOL26072207683,2026-07-22,21:13:00,21,vespertina (14-22),TENANGO DEL VALLE,IXTAPAN,PERSONA NO LOCALIZADA O DESAPARECIDA,desaparicion,3.0,19.111223,-99.648774,COORDENADA
TOL26072207704,2026-07-22,21:16:00,21,vespertina (14-22),CALIMAYA,IXTAPAN,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.192803,-99.585436,COORDENADA
TOL26072207878,2026-07-22,21:44:00,21,vespertina (14-22),NAUCALPAN,METROPOLITANA,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,19.4404,-99.26985,COORDENADA
TOL26072207882,2026-07-22,21:45:00,21,vespertina (14-22),NAUCALPAN,METROPOLITANA,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,19.440432,-99.269735,COORDENADA
TOL26072207893,2026-07-22,21:46:00,21,vespertina (14-22),SAN ANTONIO LA ISLA,VALLE TOLUCA,RIÑA,rina,1.5,19.158416,-99.569577,COORDENADA
TOL26072207934,2026-07-22,21:52:00,21,vespertina (14-22),TOLUCA,VALLE TOLUCA,RIÑA,rina,1.5,19.28523,-99.66256,COORDENADA
TOL26072207944,2026-07-22,21:53:00,21,vespertina (14-22),TOLUCA,VALLE TOLUCA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.280545,-99.62339,COORDENADA
TOL26072207987,2026-07-22,21:58:00,21,vespertina (14-22),IXTLAHUACA,ATLACOMULCO,PERSONA AGRESIVA,rina,1.5,,,MEDIA
TOL26072208003,2026-07-22,22:00:00,22,nocturna (22-06),NAUCALPAN,METROPOLITANA,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.43479,-99.276801,COORDENADA
TOL26072208038,2026-07-22,22:06:00,22,nocturna (22-06),IXTLAHUACA,ATLACOMULCO,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,19.633129,-99.727774,COORDENADA
TOL26072208058,2026-07-22,22:11:00,22,nocturna (22-06),TOLUCA,VALLE TOLUCA,PORTACION DE ARMA BLANCA,arma_blanca,2.0,19.31264,-99.577205,COORDENADA
TOL26072208070,2026-07-22,22:12:00,22,nocturna (22-06),TOLUCA,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.277785,-99.67612,COORDENADA
TOL26072208080,2026-07-22,22:15:00,22,nocturna (22-06),ATLACOMULCO,ATLACOMULCO,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.79867,-99.87382,COORDENADA
TOL26072208081,2026-07-22,22:15:00,22,nocturna (22-06),NAUCALPAN,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.448436,-99.252208,COORDENADA
TOL26072208082,2026-07-22,22:15:00,22,nocturna (22-06),CAPULHUAC,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.220663,-99.461253,COORDENADA
TOL26072208097,2026-07-22,22:20:00,22,nocturna (22-06),TOLUCA,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.27782,-99.67529,COORDENADA
TOL26072208125,2026-07-22,22:23:00,22,nocturna (22-06),SOYANIQUILPAN,ATLACOMULCO,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,20.016673,-99.528811,COORDENADA
TOL26072208143,2026-07-22,22:25:00,22,nocturna (22-06),ZINACANTEPEC,VALLE TOLUCA,PORTACION DE ARMAS DE FUEGO O CARTUCHOS,arma_fuego,3.0,19.273293,-99.736391,COORDENADA
TOL26072208161,2026-07-22,22:28:00,22,nocturna (22-06),TENANCINGO,IXTAPAN,PERSONA LESIONADA POR ARMA BLANCA,arma_blanca,3.0,18.964039,-99.58119,COORDENADA
TOL26072208178,2026-07-22,22:32:00,22,nocturna (22-06),OTZOLOTEPEC,VALLE TOLUCA,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.452424,-99.553237,COORDENADA
